submission_id,age,answer,response_option,category,itemName,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type
4842,34,I have some old cans and pans that might work?,"cans, pans",sameCategory,pot-garden,NA,main,Higher degree,203008,1673788719304,1673788516296,other,English,44064,pot,1,main
4842,34,"Sorry, no sugar. I have some sweeteners or syrup if that will do?","sweetener, syrup",sameCategory,sugar-coffee,NA,main,Higher degree,203008,1673788719304,1673788516296,other,English,43480,sugar,2,main
4842,34,"No, but I have a sleeping bag",sleeping bag,competitor,blanket-sleepover,NA,main,Higher degree,203008,1673788719304,1673788516296,other,English,27304,blanket,3,main
4842,34,You can use the watering can,watering can,competitor,bottle-plants,NA,main,Higher degree,203008,1673788719304,1673788516296,other,English,30184,bottle,4,main
4842,34,classic,,,music-hardrock,NA,classic,Higher degree,203008,1673788719304,1673788516296,other,English,11863,music,5,filler
4874,43,"Yeah have a look in the basement, theres a hairdryer you can use too",hairdryer,competitor,towel-hair,NA,main,Graduated High-school,220929,1673806037810,1673805816881,female,English,39776,towel,1,main
4874,43,teacher,,,jobCenter-office,NA,teacher,Graduated High-school,220929,1673806037810,1673805816881,female,English,25895,jobCenter,2,filler
4874,43,Ive got a stool you can use to reach the window,stool,sameCategory,chair-repair,NA,main,Graduated High-school,220929,1673806037810,1673805816881,female,English,37144,chair,3,main
4874,43,No but I have some ziplock bags you can use,ziplock,sameCategory,box-muffins,NA,main,Graduated High-school,220929,1673806037810,1673805816881,female,English,27175,box,4,main
4874,43,"no, sorry, I have a tent but thats not much good!",tent,otherCategory,umbrella-summer,NA,main,Graduated High-school,220929,1673806037810,1673805816881,female,English,35237,umbrella,5,main
4857,24,"No, l have a mug though?
",other,other,bottle-water,"N/A
",main,Graduated College,287749,1673789249248,1673788961499,female,English,53427,bottle,1,main
4857,24,"No, but I have other things you can use to dry off
",other,other,towel-clothes,"N/A
",main,Graduated College,287749,1673789249248,1673788961499,female,English,95361,towel,2,main
4857,24,"classic

",,,music-softrock,"N/A
",classic,Graduated College,287749,1673789249248,1673788961499,female,English,19340,music,3,filler
4857,24,I have a rain jacket you can use,rain jacket,competitor,umbrella-rain,"N/A
",main,Graduated College,287749,1673789249248,1673788961499,female,English,27347,umbrella,4,main
4857,24,I have paper napkins or wet wipes?,"napkins, wet wipes",sameCategory,handkerchief-sauce,"N/A
",main,Graduated College,287749,1673789249248,1673788961499,female,English,37804,handkerchief,5,main
4860,61,no i do not have a handerchief but i have some wet wipes and napkins if you need them for the child i also have a band aid too if needed,"napkins, wet wipes, band aids",sameCategory,handkerchief-injury,NA,main,Graduated High-school,289972,1673789251669,1673788961697,male,English,79431,handkerchief,1,main
4860,61,no i dont have a blanket but i have a sleeping bag and a pillow if you need them,"sleeping bag, pillow",sameCategory,blanket-sleepover,NA,main,Graduated High-school,289972,1673789251669,1673788961697,male,English,64487,blanket,2,main
4860,61,no but i have some sunscreen you can use,sunscreen,competitor,umbrella-summer,NA,main,Graduated High-school,289972,1673789251669,1673788961697,male,English,43144,umbrella,3,main
4860,61,no but you can borrow my vacuum cleaner and brush i f you want,"vacuum, hand brush",sameCategory,broom-renovation,NA,main,Graduated High-school,289972,1673789251669,1673788961697,male,English,45944,broom,4,main
4860,61,London,,,airport-usa,NA,London,Graduated High-school,289972,1673789251669,1673788961697,male,English,17432,airport,5,filler
4870,38,"No i don't have a box, I've got a cake container?",cake container,competitor,box-muffins,NA,main,Higher degree,144862,1673805948025,1673805803163,female,English,33613,box,1,main
4870,38,"No, you can use the watering can?",watering can,competitor,bottle-plants,NA,main,Higher degree,144862,1673805948025,1673805803163,female,English,25437,bottle,2,main
4870,38,"I've got a hand brush you can use, or hoover?",hand brush,mostSimilar,broom-renovation,NA,main,Higher degree,144862,1673805948025,1673805803163,female,English,26178,broom,3,main
4870,38,Sculpture,,,art-painting,NA,sculpture,Higher degree,144862,1673805948025,1673805803163,female,English,12783,art,4,filler
4870,38,"No, I've some other bits you can use?",other,other,handkerchief-injury,NA,main,Higher degree,144862,1673805948025,1673805803163,female,English,20721,handkerchief,5,main
4877,45,classic,,,music-hardrock,NA,classic,Graduated College,262310,1673806076001,1673805813691,male,english,16833,music,1,filler
4877,45,no i dont have an umbrella,no,taciturn,umbrella-summer,NA,main,Graduated College,262310,1673806076001,1673805813691,male,english,44714,umbrella,2,main
4877,45,no but i have a carton or a cake container,"carton, cake container",sameCategory,box-muffins,NA,main,Graduated College,262310,1673806076001,1673805813691,male,english,88958,box,3,main
4877,45,no but i have some sweeteners,sweetener,competitor,sugar-coffee,NA,main,Graduated College,262310,1673806076001,1673805813691,male,english,29259,sugar,4,main
4877,45,no but i have a sleeping bag and a pillow,"sleeping bag, pillow",sameCategory,blanket-sleepover,NA,main,Graduated College,262310,1673806076001,1673805813691,male,english,41663,blanket,5,main
4846,52,No sorry I don’t,no,taciturn,handkerchief-injury,NA,main,Graduated High-school,138499,1673788993004,1673788854505,male,English,28946,handkerchief,1,main
4846,52,No sorry I don’t,no,taciturn,bottle-plants,NA,main,Graduated High-school,138499,1673788993004,1673788854505,male,English,28780,bottle,2,main
4846,52,Yes I do,yes,yes,airport-usa,NA,London,Graduated High-school,138499,1673788993004,1673788854505,male,English,14846,airport,3,filler
4846,52,No I don’t,no,taciturn,chair-repair,NA,main,Graduated High-school,138499,1673788993004,1673788854505,male,English,16352,chair,4,main
4846,52,No I don’t,no,taciturn,blanket-sleepover,NA,main,Graduated High-school,138499,1673788993004,1673788854505,male,English,18537,blanket,5,main
4851,50,"We have sticky book marks, yes.",bookmarks,sameCategory,postit-board,NA,main,Graduated High-school,362066,1673789144475,1673788782409,female,English,58688,postit,1,main
4851,50,"No, but I have a sleeping bag.",sleeping bag,competitor,blanket-sleepover,NA,main,Graduated High-school,362066,1673789144475,1673788782409,female,English,46204,blanket,2,main
4851,50,I’ve got a ladder it might be easier to use.,ladder,competitor,chair-repair,NA,main,Graduated High-school,362066,1673789144475,1673788782409,female,English,89116,chair,3,main
4851,50,Sculpture,,,art-painting,NA,sculpture,Graduated High-school,362066,1673789144475,1673788782409,female,English,27661,art,4,filler
4851,50,No but I have some napkins and wet wipes. Would you like a band aid as well?,"napkins, wet wipes, band aids",sameCategory,handkerchief-injury,NA,main,Graduated High-school,362066,1673789144475,1673788782409,female,English,66460,handkerchief,5,main
4849,63,"yes we have candy
",yes,yes,candy-dessert,NA,main,Higher degree,281434,1673789058362,1673788776928,male,english,53891,candy,1,main
4849,63,No I have no sugar,no,taciturn,sugar-baking,NA,main,Higher degree,281434,1673789058362,1673788776928,male,english,36061,sugar,2,main
4849,63,No I do not have any pots,no,taciturn,pot-jam,NA,main,Higher degree,281434,1673789058362,1673788776928,male,english,45321,pot,3,main
4849,63,No I do not have a chair,no,taciturn,chair-party,NA,main,Higher degree,281434,1673789058362,1673788776928,male,english,34807,chair,4,main
4849,63,sculpture,,,art-drawing,NA,sculpture,Higher degree,281434,1673789058362,1673788776928,male,english,22465,art,5,filler
4853,44,sculpture,,,art-drawing,NA,sculpture,Higher degree,292215,1673789176232,1673788884017,female,English,31060,art,1,filler
4853,44,"No I'm sorry, I don't.",no,taciturn,umbrella-rain,NA,main,Higher degree,292215,1673789176232,1673788884017,female,English,30449,umbrella,2,main
4853,44,I don't have a towel I'm sorry but I have paper towels or you could use the dryer or hair dryer.,"paper towels, dryer, hairdryer",sameCategory,towel-clothes,NA,main,Higher degree,292215,1673789176232,1673788884017,female,English,66923,towel,3,main
4853,44,No I'm sorry but I have some bubble wrap you could use to pack your mirror.,bubble wrap,competitor,blanket-transportation,NA,main,Higher degree,292215,1673789176232,1673788884017,female,English,52090,blanket,4,main
4853,44,No I'm sorry I don't but I do have a shovel or hand brunch you can use if you like.,"shovel, hand brush",sameCategory,broom-snow,NA,main,Higher degree,292215,1673789176232,1673788884017,female,English,66374,broom,5,main
4863,52,"Not a broom, I have a brush and a vacuum cleaner that you could use","hand brush, vacuum",sameCategory,broom-renovation,NA,main,Graduated College,378267,1673789302397,1673788924130,female,English,129208,broom,1,main
4863,52,"No, but I have a notebook, and whiteboard marker and eraser if this helps.","marker, eraser",other,postit-board,NA,main,Graduated College,378267,1673789302397,1673788924130,female,English,85248,postit,2,main
4863,52,"No, but I have a watering can.",watering can,competitor,bottle-plants,NA,main,Graduated College,378267,1673789302397,1673788924130,female,English,47377,bottle,3,main
4863,52,Motorcycle,,,carRental-fun,NA,motorcycle,Graduated College,378267,1673789302397,1673788924130,female,English,20423,carRental,4,filler
4863,52,"No, but I have several pans and old cans if this helps.","pans, cans",sameCategory,pot-garden,NA,main,Graduated College,378267,1673789302397,1673788924130,female,English,48009,pot,5,main
4867,39,"No, but I have sweetener tablets or honey","sweetener, honey",sameCategory,sugar-baking,Didn’t seem clear if I was meant to suggest all options. I suggested the one closest to what was asked,main,Higher degree,243239,1673789400819,1673789157580,female,English and Thai,40396,sugar,1,main
4867,39,No but I have a to go mug,mug,competitor,bottle-water,Didn’t seem clear if I was meant to suggest all options. I suggested the one closest to what was asked,main,Higher degree,243239,1673789400819,1673789157580,female,English and Thai,28368,bottle,2,main
4867,39,London,,,airport-europe-UPDATED,Didn’t seem clear if I was meant to suggest all options. I suggested the one closest to what was asked,London,Higher degree,243239,1673789400819,1673789157580,female,English and Thai,22055,airport,3,filler
4867,39,"No but I have shorts, leggings or pyjamas","shorts, leggings, pyjamas",sameCategory,sweatpants-spill,Didn’t seem clear if I was meant to suggest all options. I suggested the one closest to what was asked,main,Higher degree,243239,1673789400819,1673789157580,female,English and Thai,35631,sweatpants,4,main
4867,39,I have paper towels or a hairdryer you could use,"paper towels, hairdryer",sameCategory,towel-clothes,Didn’t seem clear if I was meant to suggest all options. I suggested the one closest to what was asked,main,Higher degree,243239,1673789400819,1673789157580,female,English and Thai,48636,towel,5,main
4841,30,"No sorry, but I have a stool",stool,competitor,chair-repair,NA,main,Higher degree,198004,1673788706957,1673788508953,female,English,39625,chair,1,main
4841,30,I have these little Sticky Bookmarks if thats of any use,bookmarks,sameCategory,postit-board,NA,main,Higher degree,198004,1673788706957,1673788508953,female,English,54098,postit,2,main
4841,30,"No sorry, I do have a sleeping bag though",sleeping bag,competitor,blanket-sleepover,NA,main,Higher degree,198004,1673788706957,1673788508953,female,English,32645,blanket,3,main
4841,30,Here's a pair of Pyjamas,pyjamas,competitor,sweatpants-sleepover,NA,main,Higher degree,198004,1673788706957,1673788508953,female,English,30612,sweatpants,4,main
4841,30,Classic,,,music-hardrock,NA,classic,Higher degree,198004,1673788706957,1673788508953,female,English,20604,music,5,filler
4850,23,"no, i have sweetener",sweetener,sameCategory,sugar-baking,NA,main,Graduated High-school,178197,1673789097174,1673788918977,female,english,55276,sugar,1,main
4850,23,"no, we have other stuff",other,other,candy-dessert,NA,main,Graduated High-school,178197,1673789097174,1673788918977,female,english,23568,candy,2,main
4850,23,"no, i have a notebook",notebook,sameCategory,postit-reading,NA,main,Graduated High-school,178197,1673789097174,1673788918977,female,english,23084,postit,3,main
4850,23,classic,,,music-softrock,NA,classic,Graduated High-school,178197,1673789097174,1673788918977,female,english,14116,music,4,filler
4850,23,"no, paper towels",paper towels,mostSimilar,towel-clothes,NA,main,Graduated High-school,178197,1673789097174,1673788918977,female,english,22500,towel,5,main
4861,56,No sorry - only leggings,leggings,mostSimilar,sweatpants-sleepover,NA,main,Graduated College,297592,1673789264077,1673788966485,female,English,39953,sweatpants,1,main
4861,56,No but I do have some wipes and band aids if that helps?,"wet wipes, band aids",sameCategory,handkerchief-injury,NA,main,Graduated College,297592,1673789264077,1673788966485,female,English,41728,handkerchief,2,main
4861,56,London,,,airport-usa,NA,London,Graduated College,297592,1673789264077,1673788966485,female,English,15919,airport,3,filler
4861,56,"No but I do have honey, syrup and sweetener tablets if any of those would be suitable?","sweetener, syrup, honey",sameCategory,sugar-coffee,NA,main,Graduated College,297592,1673789264077,1673788966485,female,English,77472,sugar,4,main
4861,56,No - but I do have these containers. Please pick whichever you prefer.,other,other,box-muffins,NA,main,Graduated College,297592,1673789264077,1673788966485,female,English,69560,box,5,main
4868,54,Motorcycle,,,carRental-fun,NA,motorcycle,Graduated College,396072,1673789401458,1673789005386,female,English,39860,carRental,1,filler
4868,54,"No, but I do have a watering can you can use if you like.",watering can,competitor,bottle-plants,NA,main,Graduated College,396072,1673789401458,1673789005386,female,English,84329,bottle,2,main
4868,54,I don't have a broom but you're more than welcome to borrow my brush and vacuum cleaner.,"vacuum, hand brush",sameCategory,broom-renovation,NA,main,Graduated College,396072,1673789401458,1673789005386,female,English,88992,broom,3,main
4868,54,"No, but you can use my pyjamas if you like.",pyjamas,competitor,sweatpants-sleepover,NA,main,Graduated College,396072,1673789401458,1673789005386,female,English,46383,sweatpants,4,main
4868,54,"No, but I do have sweetener, honey or agave syrup.","sweetener, syrup, honey",sameCategory,sugar-coffee,NA,main,Graduated College,396072,1673789401458,1673789005386,female,English,79742,sugar,5,main
4937,28,"London
",,,airport-usa,NA,London,Graduated High-school,278793,1674411890936,1674411612143,female,English,36831,airport,1,filler
4937,28,Unfortunately I don't have a blanket but I do have a sleeping bag if that helps?,sleeping bag,competitor,blanket-sleepover,NA,main,Graduated High-school,278793,1674411890936,1674411612143,female,English,55205,blanket,2,main
4937,28,I dont have a bottle but I have a watering can if you would like to use that to water the plants,watering can,competitor,bottle-plants,NA,main,Graduated High-school,278793,1674411890936,1674411612143,female,English,45304,bottle,3,main
4937,28,I dont have a towel im afraid but you can use my hair dryer?,hairdryer,competitor,towel-hair,NA,main,Graduated High-school,278793,1674411890936,1674411612143,female,English,43279,towel,4,main
4937,28,I dont have a box but I have a cake container and some ziplock bags you can use,"cake container, ziplock",sameCategory,box-muffins,NA,main,Graduated High-school,278793,1674411890936,1674411612143,female,English,50283,box,5,main
4945,23,"Sorry. We only have flights to that location this afternoon 
",,,airport-usa,NA,London,Higher degree,643089,1674412249982,1674411606893,female,English,193555,airport,1,filler
4945,23,We don’t have candy but we have some chocolate,chocolate,mostSimilar,candy-halloween,NA,main,Higher degree,643089,1674412249982,1674411606893,female,English,129118,candy,2,main
4945,23,I have a mug I can fill up,mug,sameCategory,bottle-plants,NA,main,Higher degree,643089,1674412249982,1674411606893,female,English,174125,bottle,3,main
4945,23,Nah but ive got a blanket give me your clothes I’ll put them in the dryer,"blanket, dryer",other,towel-hair,NA,main,Higher degree,643089,1674412249982,1674411606893,female,English,40405,towel,4,main
4945,23,What’s it for? I’ve got sweetener,sweetener,competitor,sugar-coffee,NA,main,Higher degree,643089,1674412249982,1674411606893,female,English,69130,sugar,5,main
4844,34,London,,,airport-europe-UPDATED,NA,London,Higher degree,235765,1673788925663,1673788689898,male,English,61122,airport,1,filler
4844,34,No I don't but can offer you a glass.,glass,mostSimilar,bottle-water,NA,main,Higher degree,235765,1673788925663,1673788689898,male,English,30686,bottle,2,main
4844,34,No I do not,no,taciturn,sugar-baking,NA,main,Higher degree,235765,1673788925663,1673788689898,male,English,33344,sugar,3,main
4844,34,I do not but can offer an alternative,other,other,broom-snow,NA,main,Higher degree,235765,1673788925663,1673788689898,male,English,38705,broom,4,main
4844,34,No but can offer you a napkin,napkins,mostSimilar,handkerchief-sauce,NA,main,Higher degree,235765,1673788925663,1673788689898,male,English,34112,handkerchief,5,main
4845,27,I've got a cake box or a ziplock bag if you want to use them,"cake container, ziplock",sameCategory,box-bbq,NA,main,Graduated College,255013,1673788971896,1673788716883,female,english,57247,box,1,main
4845,27,"Yeah, I've got sticky bookmarks",bookmarks,competitor,postit-reading,NA,main,Graduated College,255013,1673788971896,1673788716883,female,english,44054,postit,2,main
4845,27,"no, but I've got some shorts or leggings if you want them","shorts, leggings",sameCategory,sweatpants-spill,NA,main,Graduated College,255013,1673788971896,1673788716883,female,english,49712,sweatpants,3,main
4845,27,sculpture,,,art-drawing,NA,sculpture,Graduated College,255013,1673788971896,1673788716883,female,english,21285,art,4,filler
4845,27,I have chocolate,chocolate,mostSimilar,candy-dessert,NA,main,Graduated College,255013,1673788971896,1673788716883,female,english,25995,candy,5,main
4847,49,No but you can use hair the dryer in the basement?,dryer,sameCategory,towel-hair,NA,main,Graduated High-school,443966,1673789030444,1673788586478,female,English,138490,towel,1,main
4847,49,No but you are welcome to use the hand brush,hand brush,mostSimilar,broom-renovation,NA,main,Graduated High-school,443966,1673789030444,1673788586478,female,English,67595,broom,2,main
4847,49,London,,,airport-usa,NA,London,Graduated High-school,443966,1673789030444,1673788586478,female,English,62466,airport,3,filler
4847,49,No sorry but you can use the watering can,watering can,competitor,bottle-plants,NA,main,Graduated High-school,443966,1673789030444,1673788586478,female,English,46747,bottle,4,main
4847,49,No but I have sunscreen and you can use the tent for shade,"sunscreen, tent",other,umbrella-summer,NA,main,Graduated High-school,443966,1673789030444,1673788586478,female,English,63515,umbrella,5,main
4938,56,"No, sorry",no,taciturn,sweatpants-spill,NA,main,Graduated College,303739,1674411904969,1674411601230,female,English,37032,sweatpants,1,main
4938,56,sculpture,,,art-drawing,NA,sculpture,Graduated College,303739,1674411904969,1674411601230,female,English,25670,art,2,filler
4938,56,"I have a stool or a recliner, will one of those do?","leather recliner, stool",sameCategory,chair-party,NA,main,Graduated College,303739,1674411904969,1674411601230,female,English,67364,chair,3,main
4938,56,Does chocolate bar count as candy?,chocolate,mostSimilar,candy-dessert,NA,main,Graduated College,303739,1674411904969,1674411601230,female,English,38418,candy,4,main
4938,56,"I've only got a hand brush, will that be enough?",hand brush,mostSimilar,broom-snow,NA,main,Graduated College,303739,1674411904969,1674411601230,female,English,54992,broom,5,main
4947,41,Classic,,,music-softrock,NA,classic,Higher degree,694032,1674412719739,1674412025707,female,NA,439681,music,1,filler
4947,41,Sure i think i have something we could use,other,other,chair-party,NA,main,Higher degree,694032,1674412719739,1674412025707,female,NA,20229,chair,2,main
4947,41,Yes and afew other things might help,yes,yes,towel-clothes,NA,main,Higher degree,694032,1674412719739,1674412025707,female,NA,11785,towel,3,main
4947,41,No i dont have a spare one sorry,no,taciturn,blanket-transportation,NA,main,Higher degree,694032,1674412719739,1674412025707,female,NA,28626,blanket,4,main
4947,41,I might have some cookware,other,other,pot-jam,NA,main,Higher degree,694032,1674412719739,1674412025707,female,NA,135873,pot,5,main
4852,30,"Yes, I have sticky bookmarks.",bookmarks,sameCategory,postit-board,"I answered these as best I could, trying to give detail to explain my answers.",main,Graduated College,155924,1673789145404,1673788989480,female,Englsih,35584,postit,1,main
4852,30,Teacher,,,jobCenter-office,"I answered these as best I could, trying to give detail to explain my answers.",teacher,Graduated College,155924,1673789145404,1673788989480,female,Englsih,19887,jobCenter,2,filler
4852,30,"No, I only have Pyjamas or leggings. 
","pyjamas, leggings",sameCategory,sweatpants-sleepover,"I answered these as best I could, trying to give detail to explain my answers.",main,Graduated College,155924,1673789145404,1673788989480,female,Englsih,30336,sweatpants,3,main
4852,30,No but I have a hair dryer,hairdryer,competitor,towel-hair,"I answered these as best I could, trying to give detail to explain my answers.",main,Graduated College,155924,1673789145404,1673788989480,female,Englsih,18105,towel,4,main
4852,30,No but I have a watering can or my to-go mug.,"watering can, mug",sameCategory,bottle-plants,"I answered these as best I could, trying to give detail to explain my answers.",main,Graduated College,155924,1673789145404,1673788989480,female,Englsih,21480,bottle,5,main
4858,39,We have chocolate,chocolate,mostSimilar,candy-dessert,NA,main,Graduated College,356863,1673789252185,1673788895322,female,English,34510,candy,1,main
4858,39,No sorry but I’ve got a shovel and a hand brush.,"shovel, hand brush",sameCategory,broom-snow,NA,main,Graduated College,356863,1673789252185,1673788895322,female,English,83568,broom,2,main
4858,39,"No sorry, I do have a sleeping bag you could borrow. That would help to protect it.",sleeping bag,sameCategory,blanket-transportation,NA,main,Graduated College,356863,1673789252185,1673788895322,female,English,59611,blanket,3,main
4858,39,"No sorry, I’ve got a rain jacket you could borrow, although only one I’m afraid.",rain jacket,competitor,umbrella-rain,NA,main,Graduated College,356863,1673789252185,1673788895322,female,English,87057,umbrella,4,main
4858,39,sculpture,,,art-drawing,NA,sculpture,Graduated College,356863,1673789252185,1673788895322,female,English,27886,art,5,filler
4865,25,"I do yeah, I've got wet wipes or tissues, which would you like?","wet wipes, napkins",sameCategory,handkerchief-sauce,"I am English, not American, I believe I have selected the correct education level - I have a bachelors degree.",main,Graduated College,552005,1673789357323,1673788805318,other,English,108007,handkerchief,1,main
4865,25,"Kind of, would these sticky bookmarks do? I've got a notebook if that'd be better.","bookmarks, notebook",sameCategory,postit-reading,"I am English, not American, I believe I have selected the correct education level - I have a bachelors degree.",main,Graduated College,552005,1673789357323,1673788805318,other,English,53815,postit,2,main
4865,25,"Sorry I don't, would leggings work? Come have a look, you can choose something.",leggings,mostSimilar,sweatpants-spill,"I am English, not American, I believe I have selected the correct education level - I have a bachelors degree.",main,Graduated College,552005,1673789357323,1673788805318,other,English,90095,sweatpants,3,main
4865,25,"I've got a sleeping bag, that'll be more padded than a blanket anyways, I think.",sleeping bag,sameCategory,blanket-transportation,"I am English, not American, I believe I have selected the correct education level - I have a bachelors degree.",main,Graduated College,552005,1673789357323,1673788805318,other,English,55064,blanket,4,main
4865,25,motorcycles,,,carRental-moving,"I am English, not American, I believe I have selected the correct education level - I have a bachelors degree.",motorcycle,Graduated College,552005,1673789357323,1673788805318,other,English,73545,carRental,5,filler
4866,42,no sorry but i have loads of bags and cake containers.,cake container,sameCategory,box-bbq,NA,main,Graduated High-school,357590,1673789359163,1673789001573,female,english,48279,box,1,main
4866,42,"'teacher' hi, im sure we have something similar available, why dont you take a seat and we can open the search up to see what there is to suit your needs.",,,jobCenter-engineer,NA,teacher,Graduated High-school,357590,1673789359163,1673789001573,female,english,114184,jobCenter,2,filler
4866,42,"dude, you knoow i  havnt done my washing yet, b i  have towelsr u can u the dryers",dryer,competitor,towel-clothes,NA,main,Graduated High-school,357590,1673789359163,1673789001573,female,english,54522,towel,3,main
4866,42,"no but i have a shovel, lets do this together shall we",shovel,competitor,broom-snow,NA,main,Graduated High-school,357590,1673789359163,1673789001573,female,english,48222,broom,4,main
4866,42,"sorry no, but you can lend these shorts or pat dry with a towel 
","shorts, towel",other,sweatpants-spill,NA,main,Graduated High-school,357590,1673789359163,1673789001573,female,english,56906,sweatpants,5,main
4872,23,"no but i have sticky bookmarks
",bookmarks,competitor,postit-reading,NA,main,Graduated High-school,206213,1673805999298,1673805793085,female,English,41745,postit,1,main
4872,23,no but i have a rain jacket,rain jacket,competitor,umbrella-rain,NA,main,Graduated High-school,206213,1673805999298,1673805793085,female,English,26140,umbrella,2,main
4872,23,"no but i have a pair of leggings, pyjamas or shorts.","leggings, pyjamas, shorts",sameCategory,sweatpants-spill,NA,main,Graduated High-school,206213,1673805999298,1673805793085,female,English,29941,sweatpants,3,main
4872,23,"no but i have a big chocolate bar, ice cream or little trail mix packages","chocolate, ice cream, trailmix",sameCategory,candy-dessert,NA,main,Graduated High-school,206213,1673805999298,1673805793085,female,English,30883,candy,4,main
