submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,itemQuestion,languages,otherCategory,responseTime,sameCategory,settingName,targetOption,trialNr,trial_type
4580,23,none,100,Graduated College,126289,1670191633538,1670191507249,female,plants-green,"competitor,itemQuestion,otherCategory,sameCategory",71,english,31,10802,12,plants,competitor,4,main
4580,23,none,23,Graduated College,126289,1670191633538,1670191507249,female,cafe-pie,"sameCategory,itemQuestion,otherCategory,competitor",55,english,7,10251,100,cafe,sameCategory,5,main
4576,28,NA,37,Graduated College,92526,1670162940270,1670162847744,male,cafe-pie,"competitor,sameCategory,otherCategory,itemQuestion",71,English,14,15093,31,cafe,itemQuestion,1,main
4576,28,NA,23,Graduated College,92526,1670162940270,1670162847744,male,furniture-outdoors,"itemQuestion,sameCategory,otherCategory,competitor",19,English,77,12251,20,furniture,otherCategory,2,main
4576,28,NA,66,Graduated College,92526,1670162940270,1670162847744,male,carRental-fun,"itemQuestion,sameCategory,competitor,otherCategory",66,English,39,9625,62,carRental,itemQuestion,3,filler
4576,28,NA,79,Graduated College,92526,1670162940270,1670162847744,male,electronics-laptop,"sameCategory,itemQuestion,otherCategory,competitor",81,English,6,7745,26,electronics,competitor,4,main
4576,28,NA,31,Graduated College,92526,1670162940270,1670162847744,male,plants-green,"otherCategory,itemQuestion,competitor,sameCategory",31,English,32,7111,66,plants,sameCategory,5,main
4577,43,NA,66,Graduated High-school,155149,1670162995106,1670162839957,male,furniture-outdoors,"sameCategory,itemQuestion,otherCategory,competitor",96,english,40,41655,32,furniture,itemQuestion,1,main
4577,43,NA,25,Graduated High-school,155149,1670162995106,1670162839957,male,art-drawing,"itemQuestion,otherCategory,sameCategory,competitor",96,english,62,38807,7,art,itemQuestion,2,filler
4577,43,NA,23,Graduated High-school,155149,1670162995106,1670162839957,male,plants-green,"sameCategory,competitor,itemQuestion,otherCategory",3,english,12,19351,97,plants,sameCategory,3,main
4577,43,NA,95,Graduated High-school,155149,1670162995106,1670162839957,male,cafe-pie,"sameCategory,competitor,itemQuestion,otherCategory",73,english,4,19368,20,cafe,competitor,4,main
4577,43,NA,15,Graduated High-school,155149,1670162995106,1670162839957,male,electronics-laptop,"sameCategory,itemQuestion,otherCategory,competitor",14,english,96,13888,8,electronics,otherCategory,5,main
4587,65,NA,100,Graduated College,134867,1670191759336,1670191624469,male,plants-green,"itemQuestion,otherCategory,sameCategory,competitor",27,NA,28,29024,13,plants,competitor,1,main
4587,65,NA,77,Graduated College,134867,1670191759336,1670191624469,male,cafe-pie,"itemQuestion,otherCategory,competitor,sameCategory",100,NA,59,20304,29,cafe,itemQuestion,2,main
4587,65,NA,88,Graduated College,134867,1670191759336,1670191624469,male,music-hardrock,"itemQuestion,competitor,otherCategory,sameCategory",100,NA,12,25367,100,music,itemQuestion,3,filler
4587,65,NA,1,Graduated College,134867,1670191759336,1670191624469,male,furniture-outdoors,"itemQuestion,competitor,sameCategory,otherCategory",2,NA,99,10969,1,furniture,otherCategory,4,main
4587,65,NA,21,Graduated College,134867,1670191759336,1670191624469,male,electronics-laptop,"sameCategory,itemQuestion,otherCategory,competitor",22,NA,7,18591,98,electronics,sameCategory,5,main
4578,40,NA,0,Graduated High-school,217122,1670163115376,1670162898254,female,furniture-outdoors,"itemQuestion,otherCategory,competitor,sameCategory",5,English,94,35949,3,furniture,otherCategory,1,main
4578,40,NA,48,Graduated High-school,217122,1670163115376,1670162898254,female,electronics-laptop,"otherCategory,competitor,itemQuestion,sameCategory",95,English,20,79120,28,electronics,itemQuestion,2,main
4578,40,NA,16,Graduated High-school,217122,1670163115376,1670162898254,female,cafe-pie,"itemQuestion,otherCategory,competitor,sameCategory",38,English,3,20597,96,cafe,sameCategory,3,main
4578,40,NA,97,Graduated High-school,217122,1670163115376,1670162898254,female,plants-green,"itemQuestion,otherCategory,sameCategory,competitor",5,English,6,20241,7,plants,competitor,4,main
4578,40,NA,0,Graduated High-school,217122,1670163115376,1670162898254,female,carRental-fun,"otherCategory,itemQuestion,competitor,sameCategory",0,English,0,29604,0,carRental,itemQuestion,5,filler
4592,24,NA,76,Higher degree,174006,1670192898475,1670192724469,male,electronics-laptop,"otherCategory,competitor,itemQuestion,sameCategory",74,English,100,16482,77,electronics,otherCategory,1,main
4592,24,NA,100,Higher degree,174006,1670192898475,1670192724469,male,plants-green,"sameCategory,itemQuestion,otherCategory,competitor",0,English,0,13842,0,plants,competitor,2,main
4592,24,NA,55,Higher degree,174006,1670192898475,1670192724469,male,cafe-pie,"itemQuestion,sameCategory,otherCategory,competitor",69,English,15,10236,100,cafe,sameCategory,3,main
4592,24,NA,76,Higher degree,174006,1670192898475,1670192724469,male,carRental-fun,"otherCategory,competitor,sameCategory,itemQuestion",100,English,0,98958,63,carRental,itemQuestion,4,filler
4592,24,NA,23,Higher degree,174006,1670192898475,1670192724469,male,furniture-outdoors,"sameCategory,itemQuestion,competitor,otherCategory",100,English,72,12835,17,furniture,itemQuestion,5,main
4581,32,NA,42,Higher degree,83438,1670191697934,1670191614496,female,airport-usa,"competitor,itemQuestion,sameCategory,otherCategory",69,English,4,18615,2,airport,itemQuestion,1,filler
4581,32,NA,100,Higher degree,83438,1670191697934,1670191614496,female,electronics-laptop,"otherCategory,itemQuestion,sameCategory,competitor",52,English,31,13145,24,electronics,competitor,2,main
4581,32,NA,33,Higher degree,83438,1670191697934,1670191614496,female,furniture-outdoors,"competitor,otherCategory,sameCategory,itemQuestion",98,English,30,12375,35,furniture,itemQuestion,3,main
4581,32,NA,4,Higher degree,83438,1670191697934,1670191614496,female,cafe-pie,"itemQuestion,sameCategory,competitor,otherCategory",23,English,0,9265,91,cafe,sameCategory,4,main
4581,32,NA,24,Higher degree,83438,1670191697934,1670191614496,female,plants-green,"competitor,sameCategory,itemQuestion,otherCategory",27,English,94,9801,25,plants,otherCategory,5,main
4585,56,NA,75,Graduated College,201210,1670191742976,1670191541766,female,cafe-pie,"otherCategory,itemQuestion,competitor,sameCategory",100,English,0,29875,63,cafe,itemQuestion,1,main
4585,56,NA,56,Graduated College,201210,1670191742976,1670191541766,female,furniture-outdoors,"otherCategory,competitor,itemQuestion,sameCategory",79,English,67,30008,100,furniture,sameCategory,2,main
4585,56,NA,0,Graduated College,201210,1670191742976,1670191541766,female,jobCenter-engineer,"competitor,otherCategory,itemQuestion,sameCategory",0,English,0,26080,0,jobCenter,itemQuestion,3,filler
4585,56,NA,63,Graduated College,201210,1670191742976,1670191541766,female,plants-green,"itemQuestion,competitor,sameCategory,otherCategory",65,English,100,19745,63,plants,otherCategory,4,main
4585,56,NA,100,Graduated College,201210,1670191742976,1670191541766,female,electronics-laptop,"competitor,otherCategory,sameCategory,itemQuestion",85,English,71,23549,69,electronics,competitor,5,main
4582,33,NA,67,Graduated College,89821,1670191699299,1670191609478,other,electronics-laptop,"itemQuestion,sameCategory,competitor,otherCategory",58,English,79,15681,41,electronics,otherCategory,1,main
4582,33,NA,100,Graduated College,89821,1670191699299,1670191609478,other,plants-green,"competitor,sameCategory,itemQuestion,otherCategory",42,English,30,16384,86,plants,competitor,2,main
4582,33,NA,90,Graduated College,89821,1670191699299,1670191609478,other,furniture-outdoors,"itemQuestion,otherCategory,sameCategory,competitor",45,English,22,10882,100,furniture,sameCategory,3,main
4582,33,NA,0,Graduated College,89821,1670191699299,1670191609478,other,jobCenter-office,"competitor,sameCategory,itemQuestion,otherCategory",0,English,0,12237,0,jobCenter,itemQuestion,4,filler
4582,33,NA,86,Graduated College,89821,1670191699299,1670191609478,other,cafe-pie,"otherCategory,competitor,sameCategory,itemQuestion",100,English,6,10851,56,cafe,itemQuestion,5,main
4583,38,NA,0,Higher degree,143282,1670191706017,1670191562735,female,plants-green,"otherCategory,sameCategory,competitor,itemQuestion",1,NA,100,29616,0,plants,otherCategory,1,main
4583,38,NA,77,Higher degree,143282,1670191706017,1670191562735,female,airport-europe-UPDATED,"otherCategory,competitor,sameCategory,itemQuestion",100,NA,0,27746,0,airport,itemQuestion,2,filler
4583,38,NA,99,Higher degree,143282,1670191706017,1670191562735,female,electronics-laptop,"otherCategory,sameCategory,itemQuestion,competitor",83,NA,1,32667,55,electronics,competitor,3,main
4583,38,NA,52,Higher degree,143282,1670191706017,1670191562735,female,cafe-pie,"itemQuestion,sameCategory,competitor,otherCategory",52,NA,0,16961,100,cafe,sameCategory,4,main
4583,38,NA,58,Higher degree,143282,1670191706017,1670191562735,female,furniture-outdoors,"competitor,otherCategory,itemQuestion,sameCategory",99,NA,11,19537,56,furniture,itemQuestion,5,main
4584,37,NA,86,Graduated High-school,89612,1670191716226,1670191626614,male,electronics-laptop,"otherCategory,competitor,itemQuestion,sameCategory",61,English,50,21676,47,electronics,competitor,1,main
4584,37,NA,84,Graduated High-school,89612,1670191716226,1670191626614,male,carRental-fun,"itemQuestion,otherCategory,competitor,sameCategory",82,English,5,17165,78,carRental,itemQuestion,2,filler
4584,37,NA,45,Graduated High-school,89612,1670191716226,1670191626614,male,plants-green,"itemQuestion,otherCategory,sameCategory,competitor",34,English,83,11977,32,plants,otherCategory,3,main
4584,37,NA,58,Graduated High-school,89612,1670191716226,1670191626614,male,furniture-outdoors,"otherCategory,competitor,itemQuestion,sameCategory",80,English,66,11515,60,furniture,itemQuestion,4,main
4584,37,NA,53,Graduated High-school,89612,1670191716226,1670191626614,male,cafe-pie,"competitor,itemQuestion,otherCategory,sameCategory",55,English,62,8861,82,cafe,sameCategory,5,main
4591,20,NA,45,Graduated High-school,144113,1670192885647,1670192741534,female,plants-green,"sameCategory,otherCategory,competitor,itemQuestion",53,english,100,28031,54,plants,otherCategory,1,main
4591,20,NA,100,Graduated High-school,144113,1670192885647,1670192741534,female,carRental-fun,"itemQuestion,sameCategory,competitor,otherCategory",100,english,41,33913,76,carRental,itemQuestion,2,filler
4591,20,NA,95,Graduated High-school,144113,1670192885647,1670192741534,female,electronics-laptop,"competitor,otherCategory,itemQuestion,sameCategory",99,english,23,21287,81,electronics,itemQuestion,3,main
4591,20,NA,67,Graduated High-school,144113,1670192885647,1670192741534,female,furniture-outdoors,"itemQuestion,otherCategory,competitor,sameCategory",32,english,39,13516,100,furniture,sameCategory,4,main
4591,20,NA,99,Graduated High-school,144113,1670192885647,1670192741534,female,cafe-pie,"itemQuestion,otherCategory,sameCategory,competitor",78,english,18,14912,62,cafe,competitor,5,main
4586,41,NA,100,Higher degree,185792,1670191756726,1670191570934,male,furniture-outdoors,"competitor,sameCategory,otherCategory,itemQuestion",46,2,72,26270,60,furniture,competitor,1,main
4586,41,NA,23,Higher degree,185792,1670191756726,1670191570934,male,plants-green,"itemQuestion,otherCategory,sameCategory,competitor",22,2,100,32462,63,plants,otherCategory,2,main
4586,41,NA,71,Higher degree,185792,1670191756726,1670191570934,male,cafe-pie,"otherCategory,competitor,sameCategory,itemQuestion",77,2,66,32725,100,cafe,sameCategory,3,main
4586,41,NA,0,Higher degree,185792,1670191756726,1670191570934,male,carRental-moving,"sameCategory,otherCategory,competitor,itemQuestion",0,2,0,27886,0,carRental,itemQuestion,4,filler
4586,41,NA,89,Higher degree,185792,1670191756726,1670191570934,male,electronics-laptop,"competitor,otherCategory,sameCategory,itemQuestion",100,2,7,18358,71,electronics,itemQuestion,5,main
4589,52,NA,100,Graduated High-school,335543,1670191919870,1670191584327,female,art-drawing,"competitor,otherCategory,itemQuestion,sameCategory",100,NA,100,20716,100,art,itemQuestion,1,filler
4589,52,NA,53,Graduated High-school,335543,1670191919870,1670191584327,female,cafe-pie,"sameCategory,otherCategory,competitor,itemQuestion",54,NA,21,14343,54,cafe,sameCategory,2,main
4589,52,NA,100,Graduated High-school,335543,1670191919870,1670191584327,female,furniture-outdoors,"sameCategory,itemQuestion,competitor,otherCategory",43,NA,40,15381,46,furniture,competitor,3,main
4589,52,NA,95,Graduated High-school,335543,1670191919870,1670191584327,female,electronics-laptop,"itemQuestion,competitor,sameCategory,otherCategory",100,NA,46,11715,80,electronics,itemQuestion,4,main
4589,52,NA,53,Graduated High-school,335543,1670191919870,1670191584327,female,plants-green,"itemQuestion,competitor,otherCategory,sameCategory",57,NA,100,18810,54,plants,otherCategory,5,main
4588,63,I wouldn't be completely happy not getting the item I wanted but getting something close would mean I was less upset.,72,Graduated College,234225,1670191784748,1670191550523,female,airport-europe-UPDATED,"sameCategory,itemQuestion,otherCategory,competitor",98,English,29,50562,34,airport,itemQuestion,1,filler
4588,63,I wouldn't be completely happy not getting the item I wanted but getting something close would mean I was less upset.,19,Graduated College,234225,1670191784748,1670191550523,female,cafe-pie,"sameCategory,otherCategory,competitor,itemQuestion",36,English,8,15606,100,cafe,sameCategory,2,main
4588,63,I wouldn't be completely happy not getting the item I wanted but getting something close would mean I was less upset.,62,Graduated College,234225,1670191784748,1670191550523,female,electronics-laptop,"competitor,otherCategory,itemQuestion,sameCategory",100,English,17,20745,33,electronics,itemQuestion,3,main
4588,63,I wouldn't be completely happy not getting the item I wanted but getting something close would mean I was less upset.,22,Graduated College,234225,1670191784748,1670191550523,female,plants-green,"competitor,itemQuestion,otherCategory,sameCategory",18,English,100,15048,20,plants,otherCategory,4,main
4588,63,I wouldn't be completely happy not getting the item I wanted but getting something close would mean I was less upset.,100,Graduated College,234225,1670191784748,1670191550523,female,furniture-outdoors,"sameCategory,competitor,otherCategory,itemQuestion",12,English,22,15937,14,furniture,competitor,5,main
4593,35,NA,25,Graduated College,211223,1670192865523,1670192654300,female,plants-green,"otherCategory,sameCategory,competitor,itemQuestion",25,English,69,20229,25,plants,otherCategory,1,main
4593,35,NA,80,Graduated College,211223,1670192865523,1670192654300,female,furniture-outdoors,"sameCategory,itemQuestion,otherCategory,competitor",49,English,37,30705,49,furniture,competitor,2,main
4593,35,NA,51,Graduated College,211223,1670192865523,1670192654300,female,cafe-pie,"sameCategory,competitor,otherCategory,itemQuestion",59,English,31,17510,76,cafe,sameCategory,3,main
4593,35,NA,0,Graduated College,211223,1670192865523,1670192654300,female,carRental-fun,"itemQuestion,otherCategory,sameCategory,competitor",0,English,0,96537,0,carRental,itemQuestion,4,filler
4593,35,NA,51,Graduated College,211223,1670192865523,1670192654300,female,electronics-laptop,"sameCategory,competitor,itemQuestion,otherCategory",84,English,37,19376,48,electronics,itemQuestion,5,main
4590,23,NA,40,Graduated High-school,131854,1670192843883,1670192712029,male,plants-green,"sameCategory,competitor,itemQuestion,otherCategory",88,english,31,33321,31,plants,itemQuestion,1,main
4590,23,NA,44,Graduated High-school,131854,1670192843883,1670192712029,male,cafe-pie,"competitor,otherCategory,sameCategory,itemQuestion",45,english,17,20848,90,cafe,sameCategory,2,main
4590,23,NA,60,Graduated High-school,131854,1670192843883,1670192712029,male,carRental-fun,"competitor,itemQuestion,sameCategory,otherCategory",65,english,100,31246,58,carRental,itemQuestion,3,filler
4590,23,NA,100,Graduated High-school,131854,1670192843883,1670192712029,male,furniture-outdoors,"competitor,itemQuestion,sameCategory,otherCategory",72,english,71,16020,58,furniture,competitor,4,main
4590,23,NA,20,Graduated High-school,131854,1670192843883,1670192712029,male,electronics-laptop,"competitor,otherCategory,itemQuestion,sameCategory",25,english,75,14168,37,electronics,otherCategory,5,main
4594,28,NA,13,Graduated High-school,216840,1670192938341,1670192721501,male,cafe-pie,"itemQuestion,sameCategory,competitor,otherCategory",13,English,100,28115,13,cafe,otherCategory,1,main
4594,28,NA,14,Graduated High-school,216840,1670192938341,1670192721501,male,jobCenter-office,"sameCategory,itemQuestion,competitor,otherCategory",100,English,5,43081,39,jobCenter,itemQuestion,2,filler
4594,28,NA,29,Graduated High-school,216840,1670192938341,1670192721501,male,plants-green,"competitor,sameCategory,itemQuestion,otherCategory",100,English,0,27732,13,plants,itemQuestion,3,main
4594,28,NA,100,Graduated High-school,216840,1670192938341,1670192721501,male,electronics-laptop,"sameCategory,competitor,itemQuestion,otherCategory",92,English,8,19885,38,electronics,competitor,4,main
4594,28,NA,40,Graduated High-school,216840,1670192938341,1670192721501,male,furniture-outdoors,"otherCategory,itemQuestion,sameCategory,competitor",63,English,26,27176,100,furniture,sameCategory,5,main
