submission_id,age,answer,category,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
4637,56,"No, but i have a macbook air",competitor,NA,main,Higher degree,293013,1672166014283,1672165721270,male,electronics-laptop,English,48173,electronics,3,main
4637,56,"No, would you like an agave plant or some tulips instead?",sameCategory,NA,main,Higher degree,293013,1672166014283,1672165721270,male,interior-green,English,60151,interior,4,main
4637,56,"No, would french love letters be of any interest?",competitor,NA,main,Higher degree,293013,1672166014283,1672165721270,male,books-romance,English,41909,books,5,main
4614,30,We can go and see the lions which are similar to tigers.,competitor,NA,main,Graduated College,142055,1672164834373,1672164692318,male,zoo-xl,English,32390,zoo,2,main
4614,30,"No, but we do have a selection of sweatshirts.",sameCategory,NA,main,Graduated College,142055,1672164834373,1672164692318,male,clothing-clothes,English,24283,clothing,3,main
4614,30,I have some tulips or an agave plant.,sameCategory,NA,main,Graduated College,142055,1672164834373,1672164692318,male,interior-green,English,29872,interior,4,main
4614,30,"No, but we do have French love letters.",competitor,NA,main,Graduated College,142055,1672164834373,1672164692318,male,books-romance,English,20315,books,5,main
4617,24,We have kickboxing classes - would you be interested in that?,competitor,NA,main,Graduated College,183518,1672164871173,1672164687655,female,gym-boxing,"English, Japanese",25192,gymActivities,1,main
4617,24,I don't at the moment. Do you have any watercolour artists you like?,taciturn,NA,main,Graduated College,183518,1672164871173,1672164687655,female,interior-deco,"English, Japanese",42953,interior,2,main
4617,24,"Sorry, we don't have gymnastics, but why don't you give acrobatics or karate a go? Or we have watercolour painting as well.",fullList,NA,main,Graduated College,183518,1672164871173,1672164687655,female,kidsActivities-sports,"English, Japanese",32921,kidsActivities,4,main
4617,24,I haven't got Netflix but I've got some movies we could watch. Take a look and pick out something you like!,competitor,NA,main,Graduated College,183518,1672164871173,1672164687655,female,friendsActivities-videoEntertainment,"English, Japanese",34546,friendsActivities,5,main
4624,22,"Unfortunately, we do not have any earrings.",taciturn,NA,main,Higher degree,111973,1672165025747,1672164913774,female,clothing-acc,English,15714,clothing,1,main
4624,22,"We do not sell cookies. However, we do sell gingerbread which may suit you.",competitor,NA,main,Higher degree,111973,1672165025747,1672164913774,female,dutyFree-sweets,English,19241,dutyFree,3,main
4624,22,"Unfortunately, we do not have any psychological thrillers in stock. We have mystery and adventure books, which may be suitable alternatives.",sameCategory,NA,main,Higher degree,111973,1672165025747,1672164913774,female,books-fantasy,English,31800,books,4,main
4624,22,"I'm sorry honey, there are no chameleons! Would you like to see an iguana instead?",competitor,NA,main,Higher degree,111973,1672165025747,1672164913774,female,zoo-reptiles,English,26446,zoo,5,main
4645,32,No I only have a macnook air,competitor,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,electronics-laptop,English,25916,electronics,1,main
4645,32,No but we do have raspberry pie,competitor,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,cafe-pie,English,17965,cafe,2,main
4645,32,No but we do have water ski equipment,competitor,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,waterSport-motor,English,27111,waterSport,3,main
4645,32,No only cigarettes,competitor,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,dutyFree-smokes,English,14229,dutyFree,5,main
4669,32,No. We have a book of french love letters,competitor,NA,main,Graduated College,166429,1672171749381,1672171582952,female,books-romance,English,36004,books,2,main
4669,32,No. We have a MacBook Air,competitor,NA,main,Graduated College,166429,1672171749381,1672171582952,female,electronics-laptop,English,24381,electronics,4,main
4669,32,"No, I have an agave plant",competitor,NA,main,Graduated College,166429,1672171749381,1672171582952,female,interior-green,English,35646,interior,5,main
4676,39,No sorry we dont,taciturn,NA,main,Graduated College,293514,1672171892794,1672171599280,male,petAdoption-dogs,English,16364,petAdoption,1,main
4676,39,We've got french love letters will that do?,competitor,NA,main,Graduated College,293514,1672171892794,1672171599280,male,books-romance,English,28662,books,3,main
4676,39,"Unfortunately there is no Tiger, but the lions are good!",competitor,NA,main,Graduated College,293514,1672171892794,1672171599280,male,zoo-xl,English,40426,zoo,4,main
4619,34,"No, I have chardonnay",competitor,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,bar-whiteWine,British,31542,bar,1,main
4619,34,"No, but we do offer Pilates",competitor,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,gym-yoga,British,50345,gymActivities,3,main
4619,34,No but we have a circus performance,competitor,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,touristInfo-childTheatre,British,26526,touristInfo,4,main
4619,34,No but we have checkers and monopoly,sameCategory,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,friendsActivities-boardGames,British,28249,friendsActivities,5,main
4623,55,"No, sorry we don't serve ided tea",taciturn,Just to say good luck,main,Higher degree,312976,1672165009891,1672164696915,male,bar-tea,English,48343,bar,1,main
4623,55,We don't rent canoes but kayaks are similar,competitor,Just to say good luck,main,Higher degree,312976,1672165009891,1672164696915,male,waterSport-muscle,English,51478,waterSport,3,main
4623,55,"If you accept cheese pizza is vegetarian, then yes we do",competitor,Just to say good luck,main,Higher degree,312976,1672165009891,1672164696915,male,cafe-pizza,English,41312,cafe,4,main
4623,55,"I'm sorry, we only have kickboxing",competitor,Just to say good luck,main,Higher degree,312976,1672165009891,1672164696915,male,gym-boxing,English,29874,gymActivities,5,main
4653,45,The DJ might play some electronic music.,other,NA,main,Graduated High-school,217021,1672168702974,1672168485953,female,touristInfo-clubbing,English,43859,touristInfo,1,main
4653,45,We do a kickboxing class.,competitor,NA,main,Graduated High-school,217021,1672168702974,1672168485953,female,gym-boxing,English,27015,gymActivities,2,main
4653,45,"Sorry, we don’t have any of those in stock at the moment.",taciturn,NA,main,Graduated High-school,217021,1672168702974,1672168485953,female,books-fantasy,English,32201,books,4,main
4653,45,We have kayaks.,competitor,NA,main,Graduated High-school,217021,1672168702974,1672168485953,female,waterSport-muscle,English,18761,waterSport,5,main
4605,23,"No, there are no single rooms in any five-star hotels available. The closest to this is a suite in a four-star hotel.",competitor,NA,main,Graduated College,247064,1672163430843,1672163183779,female,bookingAgency-highClassAccommodation,English,95905,bookingAgency,2,main
4605,23,Unfortunately we do not have any playstations in stock. However we do have other electronics and game consoles.,other,NA,main,Graduated College,247064,1672163430843,1672163183779,female,electronics-console,English,37760,electronics,4,main
4605,23,"We have cheese pizza which is vegeterian, however we do not have any pizzas with vegetable toppings.",competitor,NA,main,Graduated College,247064,1672163430843,1672163183779,female,cafe-pizza,English,45019,cafe,5,main
4621,28,"No sorry, we do not have any Hawaiian shirts in stock.",taciturn,NA,main,Higher degree,236006,1672164927668,1672164691662,female,clothing-clothes,English,18069,clothing,1,main
4621,28,"No sorry, we do not rent jet skis.",taciturn,NA,main,Higher degree,236006,1672164927668,1672164691662,female,waterSport-motor,English,24695,waterSport,3,main
4621,28,"No sorry, we do not have a bed in a youth hostel available for tomorrow night.",taciturn,NA,main,Higher degree,236006,1672164927668,1672164691662,female,bookingAgency-lowClassAccommodation,English,27676,bookingAgency,4,main
4621,28,"No sorry, we do not offer yoga classes.",taciturn,NA,main,Higher degree,236006,1672164927668,1672164691662,female,gym-yoga,English,26889,gymActivities,5,main
4626,36,no there is not,taciturn,NA,main,Higher degree,111581,1672165793490,1672165681909,male,touristInfo-childTheatre,english,31488,touristInfo,1,main
4626,36,no there isn't one here,taciturn,NA,main,Higher degree,111581,1672165793490,1672165681909,male,zoo-xl,english,17342,zoo,3,main
4626,36,nope,taciturn,NA,main,Higher degree,111581,1672165793490,1672165681909,male,interior-green,english,15800,interior,4,main
4626,36,i do not,taciturn,NA,main,Higher degree,111581,1672165793490,1672165681909,male,friendsActivities-boardGames,english,11511,friendsActivities,5,main
4633,40,"No, but there is a hip hop show, a circus show and a jazz show",fullList,NA,main,Graduated College,200187,1672165880913,1672165680726,male,touristInfo-clubbing,English,66245,touristInfo,2,main
4633,40,There are no chameleons little Dave,taciturn,NA,main,Graduated College,200187,1672165880913,1672165680726,male,zoo-reptiles,English,32652,zoo,3,main
4633,40,No but you could try kick-boxing if you like,competitor,NA,main,Graduated College,200187,1672165880913,1672165680726,male,gym-boxing,English,24868,gymActivities,4,main
4633,40,No but we have gerbils if you like,competitor,NA,main,Graduated College,200187,1672165880913,1672165680726,male,petAdoption-hamster,English,22212,petAdoption,5,main
4643,60,We have an acrobatics class which is similar to gymnastics.,competitor,NA,main,Graduated College,678649,1672166354788,1672165676139,male,kidsActivities-sports,English,110730,kidsActivities,1,main
4643,60,Yes. We'll see it soon. Let's see all the animals. We'll be at the reptile house soon.,other,NA,main,Graduated College,678649,1672166354788,1672165676139,male,zoo-reptiles,English,212361,zoo,2,main
4643,60,"The closest we have to cookies, sir, are granola bars and gingerbread.",sameCategory,NA,main,Graduated College,678649,1672166354788,1672165676139,male,dutyFree-sweets,English,82681,dutyFree,3,main
4643,60,No. I have oil paintings though. Would you like to have a look at them ? I painted them myself.,competitor,NA,main,Graduated College,678649,1672166354788,1672165676139,male,interior-deco,English,148032,interior,4,main
4613,30,"I'm sorry, we don't have any currently.",taciturn,NA,main,Graduated College,112591,1672164823439,1672164710848,female,books-fantasy,English,16966,books,1,main
4613,30,"I'm sorry we don't, but we do have iced coffee if that's any good for you?",competitor,NA,main,Graduated College,112591,1672164823439,1672164710848,female,bar-tea,English,22371,bar,2,main
4613,30,"We don't unfortunately, would you like me to show you what we have in stock?",other,NA,main,Graduated College,112591,1672164823439,1672164710848,female,electronics-console,English,20503,electronics,3,main
4613,30,"There is a club event, but it's with hip hop rather than electronic music.",competitor,NA,main,Graduated College,112591,1672164823439,1672164710848,female,touristInfo-clubbing,English,26191,touristInfo,5,main
4618,29,No I’m afraid not,taciturn,NA,main,Graduated College,195248,1672164888791,1672164693543,female,bookingAgency-lowClassAccommodation,English,38113,bookingAgency,2,main
4618,29,No but I have an agave plant,competitor,NA,main,Graduated College,195248,1672164888791,1672164693543,female,interior-green,English,36281,interior,3,main
4618,29,No but I have books of French love letters,competitor,NA,main,Graduated College,195248,1672164888791,1672164693543,female,books-romance,English,28609,books,4,main
4618,29,We only have Chardonnay I’m afraid,competitor,NA,main,Graduated College,195248,1672164888791,1672164693543,female,bar-whiteWine,English,23698,bar,5,main
4628,25,No there is not,taciturn,NA,main,Higher degree,150375,1672165832167,1672165681792,female,kidsActivities-crafts,English,19768,kidsActivities,4,main
4628,25,There is a circus show,competitor,NA,main,Higher degree,150375,1672165832167,1672165681792,female,touristInfo-childTheatre,English,20435,touristInfo,5,main
4630,36,"No, but I do have monopoly!",competitor,NA,main,Graduated College,158740,1672165844403,1672165685663,female,friendsActivities-boardGames,NA,17245,friendsActivities,1,main
4630,36,"Hmm, not exactly but I have French love letters, would that be any good?",competitor,NA,main,Graduated College,158740,1672165844403,1672165685663,female,books-romance,NA,20813,books,2,main
4630,36,"There isn't anything in a hostel, maybe a budget room or cheap b&b would be useful?",sameCategory,NA,main,Graduated College,158740,1672165844403,1672165685663,female,bookingAgency-lowClassAccommodation,NA,39627,bookingAgency,3,main
4630,36,"We only have sweatshirts unfortunately, but I might be able to get something in if you could come back",sameCategory,NA,main,Graduated College,158740,1672165844403,1672165685663,female,clothing-clothes,NA,29649,clothing,4,main
4644,58,"No we do not but we have an Xbox, a game boy and a MacBook air",fullList,NA,main,Graduated College,272968,1672167891866,1672167618898,male,electronics-console,English,51042,electronics,1,main
4644,58,"No we do not but would you like to try kickboxing, karate or even some pilates",fullList,NA,main,Graduated College,272968,1672167891866,1672167618898,male,gym-boxing,English,56228,gymActivities,3,main
4644,58,No we have no canoes but we do offer kayaks and pedal boats,sameCategory,NA,main,Graduated College,272968,1672167891866,1672167618898,male,waterSport-muscle,English,50817,waterSport,4,main
4610,30,"No, but we have a gameboy or xbox",sameCategory,NA,main,Higher degree,106785,1672164788994,1672164682209,female,electronics-console,English,18099,electronics,2,main
4610,30,"
No we don't",taciturn,NA,main,Higher degree,106785,1672164788994,1672164682209,female,bar-tea,English,12580,bar,3,main
4610,30,No but we have gerbils,competitor,NA,main,Higher degree,106785,1672164788994,1672164682209,female,petAdoption-hamster,English,10279,petAdoption,4,main
4610,30,No we don't,taciturn,NA,main,Higher degree,106785,1672164788994,1672164682209,female,books-fantasy,English,11413,books,5,main
4629,45,"No, we have a suite available in a four star hotel or an apartment close to the city.",sameCategory,NA,main,Higher degree,166231,1672165840245,1672165674014,female,bookingAgency-highClassAccommodation,English,77851,bookingAgency,1,main
4629,45,Yes we have a cheese piazza,competitor,NA,main,Higher degree,166231,1672165840245,1672165674014,female,cafe-pizza,English,11359,cafe,3,main
4629,45,We don't have gymnastics but we do have acrobatics,competitor,NA,main,Higher degree,166231,1672165840245,1672165674014,female,kidsActivities-sports,English,26999,kidsActivities,4,main
4629,45,Unfortunately not,taciturn,NA,main,Higher degree,166231,1672165840245,1672165674014,female,clothing-acc,English,16144,clothing,5,main
4634,69,Sorry i do not so I have arranged either Monopoloy or checkers,sameCategory,NA,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,friendsActivities-boardGames,English,33660,friendsActivities,1,main
4634,69,Sorry we only have Chardonnay or iced coffee,other,NA,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,bar-whiteWine,English,32403,bar,3,main
4634,69,Sorry no but i can offer sweatshirts,sameCategory,NA,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,clothing-clothes,English,27992,clothing,4,main
4634,69,Sorry the only dog we have available is golden retrievers,competitor,NA,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,petAdoption-dogs,English,38591,petAdoption,5,main
4654,53,I have a lovely oil painting if you want it.,competitor,NA,main,Higher degree,262809,1672168750445,1672168487636,male,interior-deco,English,94978,interior,1,main
4654,53,"No, sorry I don't",taciturn,NA,main,Higher degree,262809,1672168750445,1672168487636,male,petAdoption-hamster,English,20469,petAdoption,2,main
4654,53,"Oh yes, we have wonderful kayaks",competitor,NA,main,Higher degree,262809,1672168750445,1672168487636,male,waterSport-muscle,English,41159,waterSport,4,main
4654,53,"Nothing that would suit your needs sir, sorry",taciturn,NA,main,Higher degree,262809,1672168750445,1672168487636,male,bookingAgency-highClassAccommodation,English,45955,bookingAgency,5,main
4657,62,"We are hosting a club event with a hip hop DJ, would that be the one you were thinking of?",competitor,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,touristInfo-clubbing,English,78970,touristInfo,1,main
4657,62,"Afraid not, but i've prepared some movies and games for us all.",other,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,friendsActivities-videoEntertainment,English,47628,friendsActivities,2,main
4657,62,"I'm sorry, we don't currently have earrings in stock.",taciturn,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,clothing-acc,English,36811,clothing,3,main
4657,62,"No, sorry, but we do have gerbils if you're open to another type of small pet.",competitor,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,petAdoption-hamster,English,54506,petAdoption,5,main
4670,33,Our only vegi pizza the cheese pizza,competitor,NA,main,Graduated College,170482,1672171760039,1672171589557,male,cafe-pizza,English,53733,cafe,1,main
4670,33,No sorry,taciturn,NA,main,Graduated College,170482,1672171760039,1672171589557,male,bar-tea,English,12635,bar,2,main
4670,33,No but I do have water colours.,other,NA,main,Graduated College,170482,1672171760039,1672171589557,male,interior-deco,English,26988,interior,4,main
4611,22,No.,taciturn,NA,main,Graduated College,108851,1672164802989,1672164694138,female,clothing-acc,English,17722,clothing,2,main
4611,22,No.,taciturn,NA,main,Graduated College,108851,1672164802989,1672164694138,female,touristInfo-clubbing,English,11379,touristInfo,3,main
4611,22,"I have some movies we could watch, but they aren't on Netflix.",competitor,NA,main,Graduated College,108851,1672164802989,1672164694138,female,friendsActivities-videoEntertainment,English,28643,friendsActivities,4,main
4611,22,"No, but our pepperoni is excellent.",sameCategory,NA,main,Graduated College,108851,1672164802989,1672164694138,female,cafe-pizza,English,22783,cafe,5,main
4612,30,No sorry,taciturn,NA,main,Graduated High-school,135173,1672164815737,1672164680564,female,electronics-laptop,NA,11822,electronics,5,main
4620,28,"Hello, unfortunately we don’t have any hamsters but we do have gerbils, would you like to have a look?",competitor,NA,main,Higher degree,231683,1672164906357,1672164674674,female,petAdoption-hamster,English,64373,petAdoption,1,main
4620,28,No it isn’t however could i interest you in this one?,other,NA,main,Higher degree,231683,1672164906357,1672164674674,female,bookingAgency-highClassAccommodation,English,51081,bookingAgency,2,main
4620,28,We will work our away around and get there eventually,other,NA,main,Higher degree,231683,1672164906357,1672164674674,female,zoo-reptiles,English,30836,zoo,4,main
4620,28,I don’t but I can see what I can do,other,NA,main,Higher degree,231683,1672164906357,1672164674674,female,bar-tea,English,20144,bar,5,main
4642,68,Sorry i have only have gingerbread and granola bars for sale.,sameCategory,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,dutyFree-sweets,English,112363,dutyFree,1,main
4642,68,"No, but have a oil painting you can look at.",competitor,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,interior-deco,English,92832,interior,2,main
4642,68,Sorry they do not have a chameleon but they have other animals to see in the zoo.,other,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,zoo-reptiles,English,92199,zoo,3,main
4642,68,No do not have Netflix But have some movies we can watch.,competitor,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,friendsActivities-videoEntertainment,English,133815,friendsActivities,4,main
4660,38,"No but we have an apartment close to the city, a room in a bed and breakfast and a suite in a four-star hotel available.",fullList,NA,main,Graduated College,340022,1672168822320,1672168482298,male,bookingAgency-highClassAccommodation,English,164492,bookingAgency,1,main
4660,38,"No but I have some printed photographs, and an oil painting if you're interested?",sameCategory,NA,main,Graduated College,340022,1672168822320,1672168482298,male,interior-deco,English,81303,interior,2,main
4660,38,"Nope, but we have iced coffee, and soda.",sameCategory,NA,main,Graduated College,340022,1672168822320,1672168482298,male,bar-tea,English,20488,bar,4,main
4660,38,"No but we can offer pedal boats, water ski equipment and kayaks.",fullList,NA,main,Graduated College,340022,1672168822320,1672168482298,male,waterSport-muscle,English,29109,waterSport,5,main
4661,70,I am sorry but we have no canoes at present but can offer pedal boats or kayaks.,sameCategory,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,waterSport-muscle,English,73529,waterSport,1,main
4661,70,I don’t think they have chameleons but we can have a look at the iguanas.,competitor,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,zoo-reptiles,English,52104,zoo,2,main
4661,70,I’m sorry but we do not stock earrings but have a wide choice of necklaces.,competitor,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,clothing-acc,English,50799,clothing,3,main
4661,70,I’m sorry but we are out of stock of psychological thrillers.,taciturn,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,books-fantasy,English,41652,books,4,main
4663,22,we have sweatshirts,sameCategory,NA,main,Graduated College,344648,1672169075225,1672168730577,male,clothing-clothes,english,89078,clothing,2,main
4663,22,"i have monopoly,some movies,checkers",fullList,NA,main,Graduated College,344648,1672169075225,1672168730577,male,friendsActivities-boardGames,english,97785,friendsActivities,3,main
4663,22,we have cigarettes,competitor,NA,main,Graduated College,344648,1672169075225,1672168730577,male,dutyFree-smokes,english,48418,dutyFree,4,main
4663,22,there is giraffe and lion,sameCategory,NA,main,Graduated College,344648,1672169075225,1672168730577,male,zoo-xl,english,43639,zoo,5,main
