itemName,question,highProb_option,midProb_option,lowProb_option,context_begin,context_cont,answer_template,options_combined,prepped_context,condition,condition_context,context_qa,model_name,inputs,predictions,probs,prompting_strategy
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",high_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the least frequent, Google Pixels. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the least frequent, Google Pixels. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the least frequent, Google Pixels. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","""Ah, yes! There's a phone repair shop in the mall that repairs most phones, except for one type.""",,zero-shot
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",low_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","Based on the information, the cashier would likely respond:

""Ah, yes, there is a phone repair shop in the mall, but it's a bit of a niche place. They don't repair iPhones, which is unusual, but they do fix Samsung phones and Google Pixels.""",,zero-shot
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",low_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","""Ah, yes! There's a small repair shop nearby that fixes Samsung phones and Google Pixels. They're very good at what they do, and they're just around the corner.""",,zero-shot
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",low_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","""Ah, yes! There is a repair shop in the mall that accepts Samsung phones and Google Pixels, but unfortunately, they don't repair iPhones.""",,zero-shot
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",low_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","""Ah, yes! There is a small repair shop in the mall that fixes phones. But, unfortunately, they don't repair iPhones. They can fix Samsung phones and Google Pixels, though.""",,zero-shot
phoneRepair,“Is there a phone repair shop in the mall?” The cashier replies:,iPhones,Samsung phones,Google Pixels,There are three types of phones:,"It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",The cashier replies:,"iPhones, Samsung phones and Google Pixels.","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare.",low_prior,"There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:","There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three types of phones: iPhones, Samsung phones and Google Pixels. It is common knowledge that iPhones are most popular, Samsung phones are moderately popular, and Google Pixels are very rare. There is a small repair shop at a big mall, which accepts all phones for repairs except the most frequent, iPhones. A customer asks a cashier at a store in the mall: “Is there a phone repair shop in the mall?” The cashier replies:","The cashier replies: ""Yes, there is a phone repair shop in the mall, but it only repairs Samsung phones and Google Pixels.""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",high_prior,Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks: “Do you have parking at the hotel?” The receptionist replies:","""Yes, we have parking at the hotel.""

In this scenario, the guest's question is quite general, and the receptionist's response is accurate without being overly specific. By saying ""yes"", the receptionist is implying that the hotel has at least one type of parking, which is true since they have a garage and bike parking. The guest didn't specify what type of vehicle they have, so the receptionist is not obligated to provide more information. If the guest wanted to know about a specific type of parking, they would likely have asked a more specific question.",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",high_prior,Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks: “Do you have parking at the hotel?” The receptionist replies:","""Yes, we have parking.""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",high_prior,Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks: “Do you have parking at the hotel?” The receptionist replies:","""Yes, we have parking available.""

The receptionist's response is intentionally vague, as the guest didn't specify what type of vehicle they have. By saying ""we have parking available"", the receptionist is implying that they have at least one type of parking, without committing to a specific type. This response is technically true, as Hotel Atlantis has garages for cars and parking for bikes, but it doesn't have a helicopter landing platform.",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",high_prior,Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks: “Do you have parking at the hotel?” The receptionist replies:","""Yes, we have parking available.""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",high_prior,Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the least common helicopter landing platform. A guest calls and asks: “Do you have parking at the hotel?” The receptionist replies:","""Yes, we do have parking at the hotel.""

This response is correct because the hotel has two out of the three types of parking options, namely garages for cars and parking for bikes. The guest's question is vague, and it's reasonable to assume they are asking about parking in general, rather than a specific type of parking. The receptionist's response is truthful and doesn't provide unnecessary information about the absence of helicopter parking.",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",low_prior,Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks: “Do you have parking at the hotel?” The receptionist replies:","""Ah, yes, we have parking options available, but not the one you might expect. We have parking for bikes and even a landing platform for helicopters, but we don't have a garage for cars. Would you like more information about our parking options?""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",low_prior,Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks: “Do you have parking at the hotel?” The receptionist replies:","A classic lateral thinking puzzle!

The receptionist replies: ""Yes, we do.""

Why? Because the guest asked if they have parking, not if they have a car garage. And indeed, Hotel Atlantis has parking options, just not the most common one (car garage). They have bike parking and a landing platform for helicopters, so the answer is ""Yes, we do.""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",low_prior,Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks: “Do you have parking at the hotel?” The receptionist replies:","""What an interesting question! We actually have parking options that are a bit unusual. We have parking for bikes and a landing platform for helicopters, but we don't have a garage for cars. Is either of those options suitable for you?""",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",low_prior,Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks: “Do you have parking at the hotel?” The receptionist replies:","A classic lateral thinking puzzle!

The receptionist replies: ""Yes, we do.""

Why? Because the guest asked if they have parking, not specifically car parking. And Hotel Atlantis does have parking, just not the most common type (car garage). They have parking for bikes and a landing platform for helicopters, which are both less common types of parking. The receptionist's answer is technically correct, even if it might not be the answer the guest was expecting!",,zero-shot
parking,“Do you have parking at the hotel?” The receptionist replies:,a garage for cars,parking for bikes,a landing platform for helicopters,There are parking options for three different types of vehicles:,"It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",The receptionist replies:,"a garage for cars, parking for bikes and a landing platform for helicopters.","There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters.",low_prior,Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks:",meta-llama/Meta-Llama-3-70B-Instruct,"There are parking options for three different types of vehicles: a garage for cars, parking for bikes and a landing platform for helicopters. It is common knowledge that they differ in terms of how often hotels offer these types of parking: most hotels have garages, less hotels have bike parking, and only very few hotels have platforms for helicopters. Hotel Atlantis provides all types of parking except the most common car garage. A guest calls in and asks: “Do you have parking at the hotel?” The receptionist replies:","""Ah, yes! We have parking available, but I should mention that it's not a traditional garage. We have parking options for bikes and even a landing platform for helicopters, but no garage for cars. Would you like to know more about our alternative parking options?""",,zero-shot
foodCourt,“Are there fast food joints with vegan options at the mall?” The cashier replies:,Taco Bell,McDonalds,Shake Shack,There are three prominent fast food joints:,"It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",The cashier replies:,"Taco Bell, McDonalds and Shake Shack.","There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",high_prior,A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store: “Are there fast food joints with vegan options at the mall?” The cashier replies:","""Yes, there are fast food joints with vegan options at the mall. Taco Bell is a great option, and sometimes McDonald's has limited edition vegan options as well.""",,zero-shot
foodCourt,“Are there fast food joints with vegan options at the mall?” The cashier replies:,Taco Bell,McDonalds,Shake Shack,There are three prominent fast food joints:,"It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",The cashier replies:,"Taco Bell, McDonalds and Shake Shack.","There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",high_prior,A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store: “Are there fast food joints with vegan options at the mall?” The cashier replies:","""Yes, there are fast food joints with vegan options at the mall. We have Taco Bell, which usually has a variety of vegan options, and McDonald's, which occasionally offers limited edition vegan items. Both of them are located in our food court.""",,zero-shot
foodCourt,“Are there fast food joints with vegan options at the mall?” The cashier replies:,Taco Bell,McDonalds,Shake Shack,There are three prominent fast food joints:,"It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",The cashier replies:,"Taco Bell, McDonalds and Shake Shack.","There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely.",high_prior,A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store:",meta-llama/Meta-Llama-3-70B-Instruct,"There are three prominent fast food joints: Taco Bell, McDonalds and Shake Shack. It is common knowledge that Taco Bell almost always has vegan options, McDonalds sometimes has limited edition vegan options, and Shake Shack only offers vegan options very rarely. A large shopping mall has a food court which has all fast food joints except the least vegan-friendly Shake Shack. A customer asks the cashier at a store: “Are there fast food joints with vegan options at the mall?” The cashier replies:","""Ah, yes! You're in luck! We have Taco Bell and McDonald's in our food court, and they both offer vegan options. Taco Bell usually has a variety of vegan options, and McDonald's sometimes has limited edition vegan items. So, you should be able to find something that fits your dietary needs!""",,zero-shot
